global_rank,domain,category,primary_market,monthly_visits,bounce_rate_pct,avg_session_duration_s,stickiness_index,last_crawled
1420,gamewith.jp,Social,IN,21653583,38.74,292.29,12.57,2026-02-07
1421,us.com,Tech,US,31352356,57.54,497.63,14.41,2026-02-07
1422,torob.com,News,JP,21823963,45.19,141.07,5.2,2026-02-07
1423,cmoa.jp,Search,GB,30525313,38.8,141.07,6.06,2026-02-07
1424,pussyspace.com,News,US,24017826,42.85,278.43,10.83,2026-02-07
1425,sexvid.xxx,Search,BR,26036448,39.1,94.26,4.02,2026-02-07
1426,hanime1.me,News,IN,24830927,38.34,470.57,20.46,2026-02-07
1427,fpo.xxx,Social,US,28649110,44.86,593.56,22.05,2026-02-07
1428,fuq.com,Finance,BR,27013686,31.6,343.89,18.14,2026-02-07
1429,motherless.com,Streaming,JP,26109824,15.13,2293.31,252.62,2026-02-07
1430,eltiempo.es,Social,JP,27268194,53.22,129.29,4.05,2026-02-07
1431,mat6tube.com,Search,BR,29972908,44.01,136.14,5.16,2026-02-07
1432,aniwatchtv.to,Streaming,IN,30521268,15.88,739.59,77.62,2026-02-07
1433,clickpetroleoegas.com.br,Streaming,IN,22449846,28.27,1100.3,64.87,2026-02-07
1434,xnxx.es,Social,GB,24501121,48.67,374.72,12.83,2026-02-07
1435,xvideos2.com,E-commerce,BR,27374080,45.52,216.46,7.93,2026-02-07
1436,bt.dk,Search,JP,23873389,36.8,165.94,7.52,2026-02-07
1437,myreadingmanga.info,Finance,IN,27928959,39.51,337.09,14.22,2026-02-07
1438,cardmarket.com,Tech,IN,24314558,38.46,154.29,6.69,2026-02-07
1439,blxrbdn.com,Search,BR,31119601,46.23,122.73,4.42,2026-02-07
1440,faphouse.tv,E-commerce,JP,26959612,56.42,241.05,7.12,2026-02-07
1441,apple-cloudkit.com,News,DE,31473087,49.39,316.97,10.7,2026-02-07
1442,obqj2.com,E-commerce,DE,24090050,33.83,213.43,10.51,2026-02-07
1443,postgresql.org,Finance,DE,22544754,39.76,213.17,8.94,2026-02-07
1444,tokyomotion.net,E-commerce,IN,21411412,31.68,448.76,23.61,2026-02-07
1445,caliente.mx,Tech,BR,28946582,39.6,553.84,23.31,2026-02-07
1446,hqporner.com,E-commerce,IN,26048923,56.36,356.35,10.54,2026-02-07
1447,sex-studentki.team,News,JP,27651414,58.7,357.81,10.16,2026-02-07
1448,bookmark.xxx,Tech,JP,21368867,52.83,532.52,16.8,2026-02-07
1449,exhentai.org,Finance,IN,21462727,41.44,133.96,5.39,2026-02-07
1450,programme-tv.net,Streaming,US,26879517,24.69,1242.22,83.85,2026-02-07
1451,porno365.gold,Tech,BR,27819133,30.08,464.54,25.74,2026-02-07
1452,admin.ch,News,US,21428527,33.15,368.43,18.52,2026-02-07
1453,byteconnect.io,E-commerce,GB,25473869,39.86,155.64,6.51,2026-02-07
1454,kompoz2.com,Streaming,IN,21950654,15.03,1411.51,156.52,2026-02-07
1455,wow.xxx,Streaming,GB,24422844,29.39,1765.89,100.14,2026-02-07
1456,eci.gov.in,Search,DE,30282308,46.01,153.77,5.57,2026-02-07
1457,tycsports.com,Finance,US,22664591,31.69,481.01,25.3,2026-02-07
1458,ntp.br,News,BR,22214874,59.23,226.84,6.38,2026-02-07
1459,su89-cdn.net,E-commerce,JP,31145805,50.66,522.74,17.2,2026-02-07
1460,sinoptik.ua,E-commerce,JP,22428086,51.26,293.17,9.53,2026-02-07
1461,hdtube.porn,Search,JP,23129587,48.24,88.61,3.06,2026-02-07
1462,wisc.edu,Search,DE,25244323,38.93,136.76,5.85,2026-02-07
1463,xnxx.health,Search,JP,28460446,44.52,61.72,2.31,2026-02-07
1464,ruliweb.com,Streaming,GB,27169015,26.4,1223.28,77.23,2026-02-07
1465,zearn.org,Finance,DE,22300056,40.73,533.92,21.85,2026-02-07
1466,yzwtz.com,Streaming,JP,24931798,19.91,857.41,71.77,2026-02-07
1467,redwap.sex,News,IN,25872618,43.77,516.19,19.66,2026-02-07
1468,prokerala.com,Finance,DE,21497004,41.63,564.79,22.61,2026-02-07
1469,gdz.ru,Streaming,IN,24276017,22.83,1149.42,83.91,2026-02-07
1470,rat.xxx,E-commerce,US,31297752,39.94,574.05,23.95,2026-02-07
1471,dkitrxmdwoqruvsi.net,Finance,DE,29819161,50.85,244.93,8.03,2026-02-07
1472,ptt.cc,Tech,JP,29470223,33.17,419.14,21.06,2026-02-07
1473,missav123.com,Streaming,US,29134660,16.85,1871.85,185.15,2026-02-07
1474,apple.news,Search,JP,24761204,46.12,98.64,3.56,2026-02-07
1475,google.ru,Social,JP,27935114,35.45,277.64,13.05,2026-02-07
1476,supjav.com,Search,GB,25072703,42.89,172.79,6.71,2026-02-07
1477,njuskalo.hr,News,GB,22939239,55.15,438.17,13.24,2026-02-07
1478,missav.ai,Social,DE,28012805,56.58,319.06,9.4,2026-02-07
1479,goodreturns.in,Finance,US,22487343,33.81,149.44,7.37,2026-02-07
1480,wnacg.com,Social,IN,22213377,49.34,396.29,13.39,2026-02-07
1481,ijavhd.com,Social,IN,21586474,46.86,186.89,6.65,2026-02-07
1482,69shuba.com,News,IN,24603087,30.88,391.88,21.15,2026-02-07
1483,bato.to,Finance,US,25202803,37.76,308.2,13.6,2026-02-07
1484,carwale.com,Finance,US,25450394,30.29,406.52,22.37,2026-02-07
1485,xnxx-arabic.com,Search,DE,25205775,43.08,165.38,6.4,2026-02-07
1486,moviebox.ph,Social,DE,31009317,43.01,562.95,21.81,2026-02-07
1487,arca.live,E-commerce,IN,25576050,55.14,260.09,7.86,2026-02-07
1488,namasha.com,Social,GB,30170519,42.58,488.99,19.14,2026-02-07
1489,iporntv.net,Social,BR,22605219,39.4,284.11,12.02,2026-02-07
1490,desitales2.com,Social,IN,31078815,52.98,543.91,17.11,2026-02-07
1491,banvenez.com,Social,GB,22349589,57.91,130.79,3.76,2026-02-07
1492,nosv.org,News,JP,26912907,32.1,190.68,9.9,2026-02-07
1493,fastdl.app,Finance,IN,27116115,41.54,165.76,6.65,2026-02-07
1494,trustarc.com,Streaming,US,24095275,18.48,1885.39,170.04,2026-02-07
1495,qorno.com,News,GB,31013201,37.01,429.23,19.33,2026-02-07
1496,cam.ac.uk,Tech,GB,20930511,38.63,472.98,20.41,2026-02-07
1497,apdcdn.com,News,BR,27302400,36.77,353.43,16.02,2026-02-07
1498,listcrawler.eu,Social,GB,21909453,35.72,142.36,6.64,2026-02-07
1499,fatalmodel.com,E-commerce,DE,24416246,36.68,556.25,25.27,2026-02-07
1500,snaptik.app,E-commerce,BR,28322283,37.82,354.48,15.62,2026-02-07
